ID,authors,title,journal,year_pub,pages,journal_issue,type,number_authors,collaborative,full_reference,lead_author_institution,institution_country,institution_type,country_topic,theory_topic,subject_topic,method_topic
375,"Moschek, W",Two Emperors – One Border: The Roman Limes before 1914,TRAC Themes in Roman Archaeology,2017,pp.125-136,1,themes,1,FALSE,"Moschek, W. 2017. Two Emperors – One Border: The Roman Limes before 1914. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 125-136",Technische Universität Darmstadt,Germany,University,Germany,frontier,,historiography
376,"Irvin, A",The Political Organisation of the Civitates of the Three Gauls and the Myth of Republican Exceptionalism,TRAC Themes in Roman Archaeology,2017,pp.137-151,1,themes,1,FALSE,"Irvin, A. 2017. The Political Organisation of the Civitates of the Three Gauls and the Myth of Republican Exceptionalism. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 137-151",Murray State University,USA,University,France USA,society,modernity,epigraphy
377,"Mattingly, D",Conclusion and Final Discussion: A View from the South,TRAC Themes in Roman Archaeology,2017,pp.152-156,1,themes,1,FALSE,"Mattingly, D. 2017. Conclusion and Final Discussion: A View from the South. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 152-156",University of Leicester,England,University,Libya,frontier,,
378,"McKie, S Parker, A",Introduction,TRAC Themes in Roman Archaeology,2018,pp.1-8,2,themes,2,TRUE,"McKie, S. & Parker, A. 2018. Introduction. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 1-8",University of Manchester,England,University,,magic materiality,preface,
379,"Sanchez Natalias, S",The Medium Matters: Materiality and Metaphor in Some Latin Curse Tablets,TRAC Themes in Roman Archaeology,2018,pp.9-16,2,themes,1,FALSE,"Sanchez Natalias, S. 2018. The Medium Matters: Materiality and Metaphor in Some Latin Curse Tablets. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 9-16",University of the Basque Country,Spain,University,,materiality agency,curse-tablets media,text
380,"Whitmore, A",Phallic Magic: A Cross Cultural Approach to Roman Phallic Small Finds,TRAC Themes in Roman Archaeology,2018,pp.17-32,2,themes,1,FALSE,"Whitmore, A. 2018. Phallic Magic: A Cross Cultural Approach to Roman Phallic Small Finds. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 17-32",University of Iowa,USA,University,,magic,phalli artefacts,text
381,"Derrick, T","Little Bottles of Power: Roman glass unguentaria in Magic, Ritual, and Poisoning",TRAC Themes in Roman Archaeology,2018,pp.33-44,2,themes,1,FALSE,"Derrick, T. 2018. Little Bottles of Power: Roman glass unguentaria in Magic, Ritual, and Poisoning. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 33-44",University of Leicester,England,University,Britain,magic ritual gender,glass,
382,"Sagiv, I",Victory of Good over Evil? Amuletic Animal Images on Roman Engraved Gems,TRAC Themes in Roman Archaeology,2018,pp.45-56,2,themes,1,FALSE,"Sagiv, I. 2018. Victory of Good over Evil? Amuletic Animal Images on Roman Engraved Gems. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 45-56",Tel-Aviv University,Israel,University,,magic ritual,gemstones,iconography
383,"Parker, A",‘The Bells! The Bells!’ Approaching Tintinnabulae in Roman Britain and Beyond,TRAC Themes in Roman Archaeology,2018,pp.57-68,2,themes,1,FALSE,"Parker, A. 2018. ‘The Bells! The Bells!’ Approaching Tintinnabulae in Roman Britain and Beyond. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 57-68",Open University,England,University,Britain,magic ritual,artefacts bells,
384,"Davis, G","Rubbing and Rolling, Burning and Burying: The Magical Use of Amber in Roman London",TRAC Themes in Roman Archaeology,2018,pp.69-84,2,themes,1,FALSE,"Davis, G. 2018. Rubbing and Rolling, Burning and Burying: The Magical Use of Amber in Roman London. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 69-84",Museum of London,England,Local museum,Britain,magic,amber,
385,"Garland, N","Linking Magic and Medicine in Early Roman Britain: The ‘Doctor’s’ Burial, Stanway, Camulodunum",TRAC Themes in Roman Archaeology,2018,pp.85-102,2,themes,1,FALSE,"Garland, N. 2018. ‘Linking Magic and Medicine in Early Roman Britain: The ‘Doctor’s’ Burial, Stanway, Camulodunum’. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 85-102",Newcastle University,England,University,Britain,magic death performance agency,artefacts medicine,
386,"Wilburn, A",The Archaeology of Ritual in the Domestic Sphere: Case Studies from Karanis and Pompeii,TRAC Themes in Roman Archaeology,2018,pp.103-114,2,themes,1,FALSE,"Wilburn, A. 2018. The Archaeology of Ritual in the Domestic Sphere: Case Studies from Karanis and Pompeii. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 103-114",Oberlin College,USA,University,Italy,ritual,architecture,
387,"McKie, S","The Legs, Hands, Head and Arms Race: The human body as a magical weapon in the Roman World",TRAC Themes in Roman Archaeology,2018,pp.115-126,2,themes,1,FALSE,"McKie, S. 2018. The Legs, Hands, Head and Arms Race: The human body as a magical weapon in the Roman World. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 115-126",University of Manchester,England,University,,materiality magic ritual experience,curse-tablets,
388,"Dasen, V",Conclusion,TRAC Themes in Roman Archaeology,2018,pp.127-135,2,themes,1,FALSE,"Dasen, V. 2018. Conclusion. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 127-135",Albert-Ludwigs-Universität Freiburg,Germany,University,,agency magic,artefacts,
389,"Webb, L Selsvold, I",Introduction: Posthuman Perspectives in Roman Archaeology,TRAC Themes in Roman Archaeology,2020,pp.1-10,3,themes,2,TRUE,"Webb, L. & Selsvold, I. 2020. Introduction: Posthuman Perspectives in Roman Archaeology. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books, 1-10",University of Gothenburg,Sweden,University,,posthumanism,preface,
390,"Carlà-Uhink, F",Posthuman Ambitions in the Roman Principate: The Cases of Caligula and Nero,TRAC Themes in Roman Archaeology,2020,pp.11-24,3,themes,1,FALSE,"Carlà-Uhink, F. 2020. Posthuman Ambitions in the Roman Principate: The Cases of Caligula and Nero. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 11-24",Universiteit van Potsdam,Germany,University,,posthumanism performance,,text
391,"Mihajlovi?, V","Roman Epigraphic Funerary Markers, Ontological Transition, and Relational Work-nets",TRAC Themes in Roman Archaeology,2020,pp.25-40,3,themes,1,FALSE,"Mihajlovi?, V.D. 2020. Roman Epigraphic Funerary Markers, Ontological Transition, and Relational Work-nets. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 25-40",University of Novi Sad,Serbia,University,Croatia,posthumanism agency actor-network-theory death,burial,epigraphy
392,"Zapelloni Pavia, A","Decentralising Human Agency: A Study of the Ritual Function of the Votive Figurines from Grotta Bella, Umbria",TRAC Themes in Roman Archaeology,2020,pp.41-54,3,themes,1,FALSE,"Zapelloni Pavia, A. 2020. Decentralising Human Agency: A Study of the Ritual Function of the Votive Figurines from Grotta Bella, UmbriaIn. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 41-54",University of Michigan,USA,University,,posthumanism agency ritual actor-network-theory entanglement,votives sculpture,
393,"Iara, K",The Materiality of Divine Agency in Imperial Rome,TRAC Themes in Roman Archaeology,2020,pp.55-66,3,themes,1,FALSE,"Iara, K. 2020. The Materiality of Divine Agency in Imperial Rome. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 55-66",Universität Erfurt,Germany,University,Italy,posthumanism agency religion,artefacts,
394,"Feider, M Hambleton, E Maltby",Chicken Hybrid Imagery on Late Iron Age Coinage in Northern Gaul and Southern England during the Iron Age–Roman Transition,TRAC Themes in Roman Archaeology,2020,pp.67-78,3,themes,3,TRUE,"Feider, M.P., Hambleton, E. & Maltby, M. 2020. Chicken Hybrid Imagery on Late Iron Age Coinage in Northern Gaul and Southern England during the Iron Age–Roman Transition. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 67-78",Bournemouth University,England,University,France Britain,posthumanism agency,coins,zooarchaeology
395,"Lodwick, L","Weeds in the Field, Weeds in the City: Posthuman Approaches to Plants in the Roman World",TRAC Themes in Roman Archaeology,2020,pp.79-92,3,themes,1,FALSE,"Lodwick, L. 2020. Weeds in the Field, Weeds in the City: Posthuman Approaches to Plants in the Roman World. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 79-92","All Souls College, University of Oxford",England,University,Britain,posthumanism agency sensory,,archaeobotanical
396,"Ingate, J","Two Parts Hydrogen, Oxygen One? Re-evaluating the Nature of Roman Urban Water Infrastructure",TRAC Themes in Roman Archaeology,2020,pp.93-108,3,themes,1,FALSE,"Ingate, J. 2020. Two Parts Hydrogen, Oxygen One? Re-evaluating the Nature of Roman Urban Water Infrastructure. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 93-108",Canterbury Christ Church University,England,University,Britain,posthumanism agency urbanism,water architecture,
397,"Selsvold, I Webb, L",The Romans and the Anthropocene: Posthuman Provocations,TRAC Themes in Roman Archaeology,2020,pp.109-124,3,themes,2,TRUE,"Selsvold, I. & Webb, L. 2020. The Romans and the Anthropocene: Posthuman Provocations. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 109-124",University of Gothenburg,Sweden,University,,posthumanism landscape,mining agriculture climate,
398,"Harris, O",Commentary: Pathways to Posthumanism,TRAC Themes in Roman Archaeology,2020,pp.125-130,3,themes,1,FALSE,"Harris, O.J.T. 2020. Commentary: Pathways to Posthumanism. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 125-130",University of Leicester,England,University,,posthumanism,practice,
399,"Ferrando, F",Foreward: A Posthuman Call to Scholars,TRAC Themes in Roman Archaeology,2020,pp.ix-x,3,themes,1,FALSE,"Ferrando, F. 2020. Foreward: A Posthuman Call to Scholars. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), ix-x",New York University,USA,University,,posthumanism,preface,
400,"Trentacoste, A","Fodder for Change: Animals, Urbanisation, and Socio-Economic Transformation in Protohistoric Italy",Theoretical Roman Archaeology Journal,2020,pp.1-17,3,traj,1,FALSE,"Trentacoste, A. 2020. Fodder for Change: Animals, Urbanisation, and Socio-Economic Transformation in Protohistoric Italy. Theoretical Roman Archaeology Journal, 3(1): 1, pp. 1–17. DOI: https://doi.org/ 10.16995/traj.414",University of Oxford,England,University,Italy,urbanism,agriculture,zooarchaeology
401,"Baird, J",The Ruination of Dura-Europos,Theoretical Roman Archaeology Journal,2020,pp.1-20,3,traj,1,FALSE,"Baird, JA. 2020. The Ruination of Dura-Europos. Theoretical Roman Archaeology Journal, 3(1): 2, pp. 1–20. DOI: https://doi.org/ 10.16995/traj.421","Birkbeck College, University of London",England,University,Syria,ruination,sculpture architecture,
402,"Rodríguez, G",Before and After Rome: The Incised Contours Technique in the Art of Gallia Narbonensis,Theoretical Roman Archaeology Journal,2020,pp.1-17,3,traj,1,FALSE,"Rodríguez, G. 2020. Before and After Rome: The Incised Contours Technique in the Art of Gallia Narbonensis. Theoretical Roman Archaeology Journal, 3(1): 3, pp. 1–17. DOI: https://doi.org/10.16995/traj.417",Brown University,USA,University,France,creolization hybridity,sculpture architecture,art
403,"Van Thienen, V",Is Archaeological Practice Obscuring our Understanding of the Late Roman Fifth Century?,Theoretical Roman Archaeology Journal,2020,pp.1-20,3,traj,1,FALSE,"Van Thienen, V. 2020. Is Archaeological Practice Obscuring our Understanding of the Late Roman Fifth Century? Theoretical Roman Archaeology Journal, 3(1): 4, pp. 1–20. DOI: https://doi.org/10.16995/traj.410",Ghent University,Belgium,University,Belgium France,practice periodisation,modernity,
404,"Haeussler, R Webster, E",Creolage. A Bottom-Up Approach to Cultural Change in Roman Times,Theoretical Roman Archaeology Journal,2020,pp.1-22,3,traj,2,TRUE,"Haeussler, R and Webster, E. 2020. Creolage. A Bottom-Up Approach to Cultural Change in Roman Times. Theoretical Roman Archaeology Journal, 3(1): 5, pp. 1–22. DOI: https://doi.org/ 10.16995/traj.419",University of Winchester,England,University,,identity bricolage creolisation,sculpture ,epigraphy
405,"?entea, O Olteanu, BC",Decorating Overlapping Buildings: A Domus and Palmyrene Temple at Colonia Dacica Sarmizegetusa,Theoretical Roman Archaeology Journal,2020,pp.1-17,3,traj,2,TRUE,"?entea, O and Olteanu, BC. 2020. Decorating Overlapping Buildings: A Domus and Palmyrene Temple at Colonia Dacica Sarmizegetusa. Theoretical Roman Archaeology Journal, 3(1): 6, pp. 1–17. DOI: https://doi.org/ 10.16995/traj.413",National Museum of Romanian History,Romania,National museum,Romania,place,architecture sculpture,religion
