ID,authors,title,journal,year_pub,pages,journal_issue,number_authors,collaborative,full_reference,lead_author_institution,people_ackowledged,no_people_acknowledged,institution_country,country_topic,institution_type,theory_topic,subject_topic,method_topic,type
369,"Mata, K",Of Barbarians and Boundaries: The Making and Remaking of Transcultural Discourse,TRAC Themes in Roman Archaeology,2017,8-33,1,1,FALSE,"Mata, K. 2017. Of Barbarians and Boundaries: The Making and Remaking of Transcultural Discourse. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 8-33",University of Chicago,TRUE,3,USA,,University,cosmopolitan transcultural,coins,text,themes
370,"Gardner, A",Roman Britain from the Outside: Comparing Western and Northern Frontier Cultures,TRAC Themes in Roman Archaeology,2017,34-47,1,1,FALSE,"Gardner, A. 2017. Roman Britain from the Outside: Comparing Western and Northern Frontier Cultures. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 34-47",University College London,TRUE,4,England,Britain,University,frontier identity practice,military modernity,,themes
371,"Cahill Wilson, J","Et tu, Hibernia? Frontier Zones and Culture Contact – Ireland in a Roman World",TRAC Themes in Roman Archaeology,2017,48-69,1,1,FALSE,"Cahill Wilson, J. Et tu, Hibernia? Frontier Zones and Culture Contact – Ireland in a Roman World. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 48-69",University of Bristol,TRUE,24,England,Ireland,University,identity materiality mobility migration,artefacts,,themes
372,"Pauli Jensen, X",A World of Warcraft: Warrior Identities in Roman Iron Age Scandinavia,TRAC Themes in Roman Archaeology,2017,70-82,1,1,FALSE,"Pauli Jensen, X. 2017. A World of Warcraft: Warrior Identities in Roman Iron Age Scandinavia. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 70-82","Moesgaard Museum, Denmark",FALSE,0,Denmark,Denmark Norway Sweden,Local museum,identity violence structured-deposition,weapons,,themes
373,"Grane, T",Modern Perceptions of Roman–Scandinavian Relations: Research History and Interpretations,TRAC Themes in Roman Archaeology,2017,83-104,1,1,FALSE,"Grane, T. 2017. Modern Perceptions of Roman–Scandinavian Relations: Research History and Interpretations. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 83-104",University of Copenhagen,TRUE,5,Denmark,Denmark Norway Sweden,University,,modernity,historiography text,themes
374,"Vo?, H-U  Wigg-Wolf, D",Romans and Roman Finds in the Central European Barbaricum: A New View on Romano-Germanic Relation?,TRAC Themes in Roman Archaeology,2017,105-124,1,2,TRUE,"Vo?, H-U.  & Wigg-Wolf, D. 2017. Romans and Roman Finds in the Central European Barbaricum: A New View on Romano-Germanic Relation? In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 105-124",Deutsches Archäologisches Institut,FALSE,0,Germany,Germany,Research Centre,identity,artefacts coins burial,,themes
375,"Moschek, W",Two Emperors – One Border: The Roman Limes before 1914,TRAC Themes in Roman Archaeology,2017,125-136,1,1,FALSE,"Moschek, W. 2017. Two Emperors – One Border: The Roman Limes before 1914. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 125-136",Technische Universität Darmstadt,FALSE,0,Germany,Germany,University,frontier,,historiography,themes
376,"Irvin, A",The Political Organisation of the Civitates of the Three Gauls and the Myth of Republican Exceptionalism,TRAC Themes in Roman Archaeology,2017,137-151,1,1,FALSE,"Irvin, A. 2017. The Political Organisation of the Civitates of the Three Gauls and the Myth of Republican Exceptionalism. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 137-151",Murray State University,FALSE,0,USA,France USA,University,society,modernity,epigraphy,themes
377,"Mattingly, D",Conclusion and Final Discussion: A View from the South,TRAC Themes in Roman Archaeology,2017,152-156,1,1,FALSE,"Mattingly, D. 2017. Conclusion and Final Discussion: A View from the South. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 152-156",University of Leicester,FALSE,0,England,Libya,University,frontier,,,themes
378,"McKie, S Parker, A",Introduction,TRAC Themes in Roman Archaeology,2018,1-8,2,2,TRUE,"McKie, S. & Parker, A. 2018. Introduction. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 1-8",University of Manchester,FALSE,0,England,,University,magic materiality,preface,,themes
379,"Sanchez Natalias, S",The Medium Matters: Materiality and Metaphor in Some Latin Curse Tablets,TRAC Themes in Roman Archaeology,2018,9-16,2,1,FALSE,"Sanchez Natalias, S. 2018. The Medium Matters: Materiality and Metaphor in Some Latin Curse Tablets. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 9-16",University of the Basque Country,TRUE,5,Spain,,University,materiality agency,curse-tablets media,text,themes
380,"Whitmore, A",Phallic Magic: A Cross Cultural Approach to Roman Phallic Small Finds,TRAC Themes in Roman Archaeology,2018,17-32,2,1,FALSE,"Whitmore, A. 2018. Phallic Magic: A Cross Cultural Approach to Roman Phallic Small Finds. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 17-32",University of Iowa,TRUE,8,USA,,University,magic,phalli artefacts,text,themes
381,"Derrick, T","Little Bottles of Power: Roman glass unguentaria in Magic, Ritual, and Poisoning",TRAC Themes in Roman Archaeology,2018,33-44,2,1,FALSE,"Derrick, T. 2018. Little Bottles of Power: Roman glass unguentaria in Magic, Ritual, and Poisoning. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 33-44",University of Leicester,TRUE,1,England,Britain,University,magic ritual gender,glass,,themes
382,"Sagiv, I",Victory of Good over Evil? Amuletic Animal Images on Roman Engraved Gems,TRAC Themes in Roman Archaeology,2018,45-56,2,1,FALSE,"Sagiv, I. 2018. Victory of Good over Evil? Amuletic Animal Images on Roman Engraved Gems. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 45-56",Tel-Aviv University,FALSE,0,Israel,,University,magic ritual,gemstones,iconography,themes
383,"Parker, A",‘The Bells! The Bells!’ Approaching Tintinnabulae in Roman Britain and Beyond,TRAC Themes in Roman Archaeology,2018,57-68,2,1,FALSE,"Parker, A. 2018. ‘The Bells! The Bells!’ Approaching Tintinnabulae in Roman Britain and Beyond. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 57-68",Open University,TRUE,3,England,Britain,University,magic ritual,artefacts bells,,themes
384,"Davis, G","Rubbing and Rolling, Burning and Burying: The Magical Use of Amber in Roman London",TRAC Themes in Roman Archaeology,2018,69-84,2,1,FALSE,"Davis, G. 2018. Rubbing and Rolling, Burning and Burying: The Magical Use of Amber in Roman London. In: McKie, S. & Parker, A. (eds). Material Approaches to Roman Magic: Occult Objects and Supernatural Substances. TRAC Themes in Roman Archaeology 2. Oxford: Oxbow Books, 69-84",Museum of London,TRUE,39,England,Britain,Local museum,magic,amber,,themes
385,"Garland, N","Linking Magic and Medicine in Early Roman Britain: The ‘Doctor’s’ Burial, Stanway, Camulodunum",TRAC Themes in Roman Archaeology,2018,85-102,2,1,FALSE,"Garland, N. 2018. ‘Linking Magic and Medicine in Early Roman Britain: The ‘Doctor’s’ Burial, Stanway, Camulodunum’. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 85-102",Newcastle University,TRUE,4,England,Britain,University,magic death performance agency,artefacts medicine,,themes
386,"Wilburn, A",The Archaeology of Ritual in the Domestic Sphere: Case Studies from Karanis and Pompeii,TRAC Themes in Roman Archaeology,2018,103-114,2,1,FALSE,"Wilburn, A. 2018. The Archaeology of Ritual in the Domestic Sphere: Case Studies from Karanis and Pompeii. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 103-114",Oberlin College,TRUE,8,USA,Italy,University,ritual,architecture,,themes
387,"McKie, S","The Legs, Hands, Head and Arms Race: The human body as a magical weapon in the Roman World",TRAC Themes in Roman Archaeology,2018,115-126,2,1,FALSE,"McKie, S. 2018. The Legs, Hands, Head and Arms Race: The human body as a magical weapon in the Roman World. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 115-126",University of Manchester,TRUE,2,England,,University,materiality magic ritual experience,curse-tablets,,themes
388,"Dasen, V",Conclusion,TRAC Themes in Roman Archaeology,2018,127-135,2,1,FALSE,"Dasen, V. 2018. Conclusion. In Parker, A. and McKie, S. (eds) The Materiality of Roman Magic: Theories, Approaches and Material Culture. TRAC Themes in Roman Archaeology vol 2. Oxford: Oxbow Books, 127-135",Albert-Ludwigs-Universität Freiburg,FALSE,0,Germany,,University,agency magic,artefacts,,themes
389,"Webb, L Selsvold, I",Introduction: Posthuman Perspectives in Roman Archaeology,TRAC Themes in Roman Archaeology,2020,1-10,3,2,TRUE,"Webb, L. & Selsvold, I. 2020. Introduction: Posthuman Perspectives in Roman Archaeology. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books, 1-10",University of Gothenburg,FALSE,0,Sweden,,University,posthumanism,preface,,themes
390,"Carlà-Uhink, F",Posthuman Ambitions in the Roman Principate: The Cases of Caligula and Nero,TRAC Themes in Roman Archaeology,2020,11-24,3,1,FALSE,"Carlà-Uhink, F. 2020. Posthuman Ambitions in the Roman Principate: The Cases of Caligula and Nero. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 11-24",Universiteit van Potsdam,FALSE,0,Germany,,University,posthumanism performance,,text,themes
391,"Mihajlovi?, V","Roman Epigraphic Funerary Markers, Ontological Transition, and Relational Work-nets",TRAC Themes in Roman Archaeology,2020,25-40,3,1,FALSE,"Mihajlovi?, V.D. 2020. Roman Epigraphic Funerary Markers, Ontological Transition, and Relational Work-nets. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 25-40",University of Novi Sad,FALSE,0,Serbia,Croatia,University,posthumanism agency actor-network-theory death,burial,epigraphy,themes
392,"Zapelloni Pavia, A","Decentralising Human Agency: A Study of the Ritual Function of the Votive Figurines from Grotta Bella, Umbria",TRAC Themes in Roman Archaeology,2020,41-54,3,1,FALSE,"Zapelloni Pavia, A. 2020. Decentralising Human Agency: A Study of the Ritual Function of the Votive Figurines from Grotta Bella, UmbriaIn. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 41-54",University of Michigan,FALSE,0,USA,,University,posthumanism agency ritual actor-network-theory entanglement,votives sculpture,,themes
393,"Iara, K",The Materiality of Divine Agency in Imperial Rome,TRAC Themes in Roman Archaeology,2020,55-66,3,1,FALSE,"Iara, K. 2020. The Materiality of Divine Agency in Imperial Rome. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 55-66",Universität Erfurt,FALSE,0,Germany,Italy,University,posthumanism agency religion,artefacts,,themes
394,"Feider, M Hambleton, E Maltby",Chicken Hybrid Imagery on Late Iron Age Coinage in Northern Gaul and Southern England during the Iron Age–Roman Transition,TRAC Themes in Roman Archaeology,2020,67-78,3,3,TRUE,"Feider, M.P., Hambleton, E. & Maltby, M. 2020. Chicken Hybrid Imagery on Late Iron Age Coinage in Northern Gaul and Southern England during the Iron Age–Roman Transition. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 67-78",Bournemouth University,FALSE,0,England,France Britain,University,posthumanism agency,coins,zooarchaeology,themes
395,"Lodwick, L","Weeds in the Field, Weeds in the City: Posthuman Approaches to Plants in the Roman World",TRAC Themes in Roman Archaeology,2020,79-92,3,1,FALSE,"Lodwick, L. 2020. Weeds in the Field, Weeds in the City: Posthuman Approaches to Plants in the Roman World. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 79-92","All Souls College, University of Oxford",FALSE,0,England,Britain,University,posthumanism agency sensory,,archaeobotanical,themes
396,"Ingate, J","Two Parts Hydrogen, Oxygen One? Re-evaluating the Nature of Roman Urban Water Infrastructure",TRAC Themes in Roman Archaeology,2020,93-108,3,1,FALSE,"Ingate, J. 2020. Two Parts Hydrogen, Oxygen One? Re-evaluating the Nature of Roman Urban Water Infrastructure. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 93-108",Canterbury Christ Church University,FALSE,0,England,Britain,University,posthumanism agency urbanism,water architecture,,themes
397,"Selsvold, I Webb, L",The Romans and the Anthropocene: Posthuman Provocations,TRAC Themes in Roman Archaeology,2020,109-124,3,2,TRUE,"Selsvold, I. & Webb, L. 2020. The Romans and the Anthropocene: Posthuman Provocations. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 109-124",University of Gothenburg,TRUE,3,Sweden,,University,posthumanism landscape,mining agriculture climate,,themes
398,"Harris, O",Commentary: Pathways to Posthumanism,TRAC Themes in Roman Archaeology,2020,125-130,3,1,FALSE,"Harris, O.J.T. 2020. Commentary: Pathways to Posthumanism. In Selsvold, I. and Webb, L. (eds) Beyond the Romans: Posthuman Perspectives in Roman Archaeology. TRAC Themes in Roman Archaeology vol 3. Oxford: Oxbow Books), 125-130",University of Leicester,FALSE,0,England,,University,posthumanism,practice,,themes
